temp_C,time_s,x_um,layer,phi,saturation,liquid_bulk,gas_pore,T_C
-20,0.0,229.82499999999982,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,236.07499999999982,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,242.32499999999982,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,248.57499999999985,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,254.82499999999987,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,261.0749999999999,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,267.3249999999999,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,273.57499999999993,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,279.82499999999993,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,286.07499999999993,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,292.325,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,298.575,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,304.825,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,311.075,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,317.32500000000005,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.0,323.57500000000005,阴极气体扩散层,0.0,0.0,0.0,0.8,-20.0
-20,0.2,3.1249999999999996,阳极气体扩散层,-1.723715566258324e-26,-2.154644457822905e-26,0.0,0.8,-20.008075750143774
-20,0.2,9.375,阳极气体扩散层,-9.555453031367959e-27,-1.1944316289209948e-26,0.0,0.8,-20.011321857929374
-20,0.2,15.625,阳极气体扩散层,-3.02575258386674e-25,-3.782190729833425e-25,0.0,0.8,-20.014594219951505
-20,0.2,21.874999999999996,阳极气体扩散层,8.286282666711717e-28,1.0357853333389644e-27,0.0,0.8,-20.01789281627933
-20,0.2,28.125,阳极气体扩散层,2.322523335367788e-26,2.903154169209735e-26,0.0,0.8,-20.021217627054625
-20,0.2,34.375,阳极气体扩散层,1.996673240225801e-26,2.4958415502822514e-26,0.0,0.8,-20.02456863248878
-20,0.2,40.62500000000001,阳极气体扩散层,-3.4002154667107395e-26,-4.250269333388424e-26,0.0,0.8,-20.02794581285994
-20,0.2,46.87500000000001,阳极气体扩散层,-9.771925497448918e-27,-1.2214906871811147e-26,0.0,0.8,-20.03134914851023
-20,0.2,53.12500000000001,阳极气体扩散层,-5.809652773888089e-28,-7.262065967360111e-28,0.0,0.8,-20.034778619843877
-20,0.2,59.375000000000014,阳极气体扩散层,-4.963629593819573e-27,-6.204536992274466e-27,0.0,0.8,-20.038234207324308
-20,0.2,65.62500000000003,阳极气体扩散层,1.372827673564979e-26,1.7160345919562236e-26,0.0,0.8,-20.04171589147316
-20,0.2,71.87500000000003,阳极气体扩散层,-2.800862302591956e-26,-3.501077878239945e-26,0.0,0.8,-20.045223652867946
-20,0.2,78.12500000000003,阳极气体扩散层,4.264820301795538e-26,5.331025377244423e-26,0.0,0.8,-20.048757472140835
-20,0.2,84.37500000000003,阳极气体扩散层,2.9877924135468126e-26,3.734740516933516e-26,0.0,0.8,-20.052317329977313
-20,0.2,90.62500000000003,阳极气体扩散层,-3.125729005247039e-26,-3.907161256558799e-26,0.0,0.8,-20.055903207115648
-20,0.2,96.87500000000004,阳极气体扩散层,2.2073680822405522e-27,2.7592101028006902e-27,0.0,0.8,-20.059515084345094
-20,0.2,103.12500000000004,阳极气体扩散层,-1.9642717254108675e-25,-2.455339656763584e-25,0.0,0.8,-20.063152942506406
-20,0.2,109.37500000000004,阳极气体扩散层,-8.892547079627849e-26,-1.111568384953481e-25,0.0,0.8,-20.066816762490703
-20,0.2,115.62500000000004,阳极气体扩散层,-2.991463559985118e-26,-3.739329449981397e-26,0.0,0.8,-20.07050652523921
-20,0.2,121.87500000000003,阳极气体扩散层,1.492570678223665e-25,1.8657133477795812e-25,0.0,0.8,-20.074222211744654
-20,0.2,128.125,阳极气体扩散层,-6.439798976800485e-25,-8.049748721000606e-25,0.0,0.8,-20.07796380304916
-20,0.2,134.375,阳极气体扩散层,1.3780976105375411e-24,1.7226220131719263e-24,0.0,0.8,-20.081731280246913
-20,0.2,140.625,阳极气体扩散层,-1.7314394414417248e-24,-2.164299301802156e-24,0.0,0.8,-20.08552462448344
-20,0.2,146.87499999999997,阳极气体扩散层,-1.3797528610585138e-26,-1.7246910763231422e-26,0.0,0.8,-20.089343816957864
-20,0.2,150.14166666666665,阳极催化层,2.315898948632058e-24,5.9139401139735906e-24,0.0,0.3916,-20.091342830126507
-20,0.2,150.42499999999998,阳极催化层,4.605373877269428e-23,1.1760403159523565e-22,0.0,0.3916,-20.091484477825844
-20,0.2,150.70833333333331,阳极催化层,-2.5230403525920745e-24,-6.442901819693755e-24,0.0,0.3916,-20.09161481992274
-20,0.2,150.99166666666665,阳极催化层,-1.1643627430546987e-22,-2.973347147739271e-22,0.0,0.3916,-20.09173387788877
-20,0.2,151.27499999999998,阳极催化层,5.123560716054211e-24,1.3083658621180314e-23,0.0,0.3916,-20.091841646777425
-20,0.2,151.5583333333333,阳极催化层,-1.8274205788836663e-22,-4.666548975698842e-22,0.0,0.3916,-20.091938094186077
-20,0.2,151.84166666666664,阳极催化层,-5.311014177849728e-25,-1.3562344682966618e-24,0.0,0.3916,-20.092023158768257
-20,0.2,152.12499999999997,阳极催化层,-7.886743164104292e-23,-2.013979357534293e-22,0.0,0.3916,-20.092096748307256
